"education","male","white","experience","region","north","northeast","south","centerwest","log_wage_homo","wage_homo","log_wage_hetero","wage_hetero"
10,0,1,22,"South",0,0,1,0,9.59670896468995,14716.2700184923,8.51761877429245,5002.12836724725
7,1,0,18,"Northeast",0,1,0,0,7.91252046734581,2731.26586451692,8.89402064566067,7288.26387935885
9,0,1,13,"Northeast",0,1,0,0,8.11243967335817,3335.70614430122,9.04094720888845,8441.76938920322
7,0,1,0,"Northeast",0,1,0,0,7.91974687763358,2751.07459907792,7.93468019519793,2792.46555264338
8,1,0,15,"Southeast",0,0,0,0,8.15335073613039,3475.0033990086,9.24208966116312,10322.5867444906
8,1,1,8,"CenterWest",0,0,0,1,8.38675022697267,4388.53276001365,8.03883927530706,3099.01399982397
14,1,1,8,"CenterWest",0,0,0,1,9.60405403256925,14824.75996597,9.74372550909939,17046.9317260232
12,0,0,24,"North",1,0,0,0,9.12503999312482,9182.36424169874,8.18096621665306,3572.30461406136
9,1,0,24,"Southeast",0,0,0,0,8.89147018231721,7269.69911393733,8.42653996855487,4566.67189736055
5,0,1,19,"Southeast",0,0,0,0,8.2587618234337,3861.3101556581,8.11039344216917,3328.88749699496
13,1,0,12,"Southeast",0,0,0,0,9.03789371724198,8416.03183159812,10.8400310027373,51022.9598091885
4,0,1,16,"Southeast",0,0,0,0,7.75953124527774,2343.80567775277,7.33199770764826,1528.43208462497
5,1,0,12,"Southeast",0,0,0,0,8.06735215958159,3188.64761128176,8.12938958170096,3392.72794970554
7,1,0,6,"Southeast",0,0,0,0,7.03889358554917,1140.12545724591,8.73256948584369,6201.64268940188
6,1,0,11,"Northeast",0,1,0,0,8.17597139564176,3554.50607916782,7.07154111103427,1177.96200636989
6,0,1,17,"South",0,0,1,0,8.30881388691807,4059.49510674485,7.03964230473297,1140.97941069346
14,1,1,17,"Northeast",0,1,0,0,8.75511964509299,6343.07943679844,9.86471259341715,19239.3433345653
9,1,1,17,"North",1,0,0,0,8.9840869405604,7975.1596045332,7.70436190629769,2218.0016377438
7,0,1,38,"CenterWest",0,0,0,1,8.64653020526684,5690.36803055501,10.0407925868722,22943.5604768514
12,1,1,0,"Southeast",0,0,0,0,8.63631828074321,5632.55411978031,9.00375487963884,8133.56722717174
10,1,0,0,"Northeast",0,1,0,0,8.35763230316433,4262.59028740924,7.09872923967917,1210.42793297127
5,1,0,21,"Northeast",0,1,0,0,8.29923226458449,4020.78431004538,8.39811558349133,4438.69451257187
8,1,0,15,"CenterWest",0,0,0,1,9.01855775190228,8254.86293138713,7.14922132035301,1273.11422096978
11,0,0,18,"Northeast",0,1,0,0,8.54818964217879,5157.4092145302,7.79266636861095,2422.76897262055
16,0,1,6,"South",0,0,1,0,9.08248570640291,8799.81261423728,7.74676467603327,2314.07351296678
15,1,0,0,"Northeast",0,1,0,0,8.90973228527821,7403.67875914311,8.61191314451203,5496.75471092541
12,1,0,17,"North",1,0,0,0,9.0256586608274,8313.68857183012,9.29506823217984,10884.2082376917
9,0,0,20,"Southeast",0,0,0,0,8.45144035217282,4681.81133850018,6.88375264339973,976.283136679864
4,1,0,0,"South",0,0,1,0,7.41380015364781,1658.71776748549,8.03407541017743,3084.28582446842
7,1,0,27,"Northeast",0,1,0,0,8.26902482736312,3901.14284887347,9.23151551860886,10214.0093090568
9,1,0,29,"Southeast",0,0,0,0,9.07815862512766,8761.81737338023,9.04517563545449,8477.54036532831
11,0,1,13,"South",0,0,1,0,9.33303387143159,11305.3785737027,10.4282057651487,33799.6513101008
10,1,0,26,"CenterWest",0,0,0,1,8.9313193369168,7565.23989520633,8.34662523403043,4215.92893489867
10,1,0,14,"Southeast",0,0,0,0,8.59577422248038,5408.75503523102,8.03189251039468,3077.56048065855
16,0,1,16,"South",0,0,1,0,9.27079168751248,10623.1587803256,9.99961508405331,22017.9890883874
11,1,0,21,"South",0,0,1,0,9.20097629815341,9906.79632586768,9.02502612666989,8308.43154263404
9,0,0,14,"Northeast",0,1,0,0,8.47694415545683,4802.75098911821,9.08317571834438,8805.88668537365
8,0,0,23,"Northeast",0,1,0,0,7.95144993950285,2839.68934469905,8.11173593950484,3333.35952075876
10,1,1,10,"South",0,0,1,0,9.30516713386423,10994.6836880247,9.35315366594865,11535.1441346566
7,0,0,2,"Southeast",0,0,0,0,7.50686285474884,1820.49342278814,8.29330250006783,3997.01255602168
14,1,0,16,"North",1,0,0,0,8.82004216361694,6768.55000580247,9.14250869938384,9344.17748457277
8,0,1,36,"Northeast",0,1,0,0,8.41631616410484,4520.22099398138,8.46215526538169,4732.24626102881
8,1,1,19,"Northeast",0,1,0,0,8.71331333877771,6083.36538306513,8.25836880740014,3859.79289702938
6,1,1,17,"CenterWest",0,0,0,1,9.09544585078592,8914.60169105476,7.64843183593406,2097.35401403123
13,0,0,0,"Southeast",0,0,0,0,9.0067818942609,8158.22495492124,7.94056428789379,2808.94511489404
5,1,1,9,"Southeast",0,0,0,0,8.03352137078637,3082.5774819166,8.20831377372967,3671.34652289869
8,0,1,25,"Southeast",0,0,0,0,8.81930725700329,6763.57758099612,8.42703893771202,4568.95109436537
11,0,0,11,"North",1,0,0,0,8.60527769807931,5460.4020309988,8.0138755712634,3022.60877802817
9,0,0,14,"North",1,0,0,0,8.1611219885753,3502.11373185146,8.63757407423918,5639.631887787
10,1,0,14,"Southeast",0,0,0,0,8.76051682501675,6377.40672974957,7.86823689309073,2612.95460623501
5,1,0,9,"Northeast",0,1,0,0,7.56314624122394,1925.89532256037,7.83132566368649,2518.26553478893
8,1,0,0,"Southeast",0,0,0,0,7.81794054831429,2484.7828448009,8.03129411864334,3075.71944473795
4,0,0,25,"South",0,0,1,0,7.67547490023591,2154.84677998654,8.33364525003104,4161.55986296258
7,1,1,8,"Southeast",0,0,0,0,8.49500406467635,4890.27620579462,7.81035208599941,2465.99852601088
14,1,0,0,"Southeast",0,0,0,0,9.13824406080806,9304.4127960925,8.8291204264135,6830.27644198067
10,1,1,8,"Northeast",0,1,0,0,8.97543946712717,7906.4919524822,8.85643008438234,7019.37937072078
10,0,0,15,"Northeast",0,1,0,0,8.76136021914975,6382.78766597522,7.66768362538342,2138.12301079966
6,0,0,14,"Southeast",0,0,0,0,8.06425457504,3178.78578753424,6.54757906738368,697.55339824138
8,1,0,15,"Southeast",0,0,0,0,8.80715382010269,6681.87436077793,7.70651024861318,2222.77178663968
6,0,0,23,"Northeast",0,1,0,0,8.02878949124556,3068.02555273721,7.89016004725149,2670.87135209026
10,0,0,8,"Southeast",0,0,0,0,8.49993416512345,4914.44528774992,9.17165608920247,9620.54398350075
12,0,1,14,"North",1,0,0,0,8.92542079897146,7520.7473899853,9.77772270434784,17636.4436897766
11,0,1,2,"Southeast",0,0,0,0,8.3356878951484,4170.06914065586,9.07306180616421,8717.27358866882
7,1,0,17,"South",0,0,1,0,7.62731159212123,2053.52188780764,7.88837825263143,2666.11664509785
11,0,0,29,"South",0,0,1,0,9.53003809798346,13767.1155733559,7.68290299932212,2170.91279147416
11,0,1,26,"Northeast",0,1,0,0,9.34210601161607,11408.4092004571,8.04776595222388,3126.80173811888
12,1,0,24,"Northeast",0,1,0,0,9.3558758251975,11566.5874113361,9.91299282526897,20191.0118262477
8,1,0,23,"Southeast",0,0,0,0,8.76670643535914,6417.00280813518,7.61562568397503,2029.66428999855
5,1,0,24,"Northeast",0,1,0,0,8.35451934898234,4249.34167101464,7.67686212402865,2157.83810905116
9,1,1,29,"Northeast",0,1,0,0,8.3477579833842,4220.70723147047,8.03398129591139,3083.99556283086
11,0,1,4,"South",0,0,1,0,8.33777284879177,4178.77261151756,8.50873273076613,4957.8761416389
15,1,1,45,"Southeast",0,0,0,0,9.05163161904367,8532.44827838417,9.53326712710978,13811.6418401457
9,0,0,18,"North",1,0,0,0,7.96523499625356,2879.10567748102,8.64828142541254,5700.34184831289
11,0,0,41,"South",0,0,1,0,9.21583782240377,10055.1258913691,7.64857295579892,2097.65001323145
9,1,0,37,"South",0,0,1,0,8.31491311348425,4084.33054864772,8.64949878191412,5707.28542206799
17,1,1,25,"Southeast",0,0,0,0,10.5127843300082,36782.752418422,10.6391492871151,41737.2496952528
14,1,1,8,"Northeast",0,1,0,0,9.41994384804501,12331.8897405615,7.48146760331096,1774.84363187557
9,0,1,20,"Southeast",0,0,0,0,8.39019117582636,4403.65948700535,10.3546538315423,31402.8468419286
9,1,0,14,"Northeast",0,1,0,0,8.36450237497697,4291.97541217407,8.02988952568648,3071.40234346338
9,0,0,14,"North",1,0,0,0,7.61155467093578,2021.41829637095,7.95785176582822,2857.92685710913
10,1,1,43,"Northeast",0,1,0,0,9.52211626832706,13658.4856708075,10.113804697112,24681.3875262106
8,0,1,19,"North",1,0,0,0,8.49089290744798,4870.21278162676,7.40962605844119,1651.8085514974
10,1,0,15,"Southeast",0,0,0,0,8.95576529986829,7752.45851565929,9.10304539747814,8982.60669917428
7,0,0,16,"Southeast",0,0,0,0,8.15126258741453,3467.75464599443,8.6910330640431,5949.32510302437
6,0,0,0,"Southeast",0,0,0,0,7.80659136139807,2456.74200121712,7.84462015456674,2551.96812597951
12,0,0,7,"Southeast",0,0,0,0,8.75070053439788,6315.11051102488,8.81747139096065,6751.17194961143
12,1,0,0,"Southeast",0,0,0,0,8.86444691662254,7075.87872790136,9.00784368882516,8166.89191428331
8,0,0,22,"Southeast",0,0,0,0,8.99572657456213,8068.52988723749,8.66638004057917,5804.44940123938
14,0,0,15,"Southeast",0,0,0,0,9.21933324062524,10090.3342597673,9.80274770050027,18083.3643962893
9,1,1,4,"Southeast",0,0,0,0,7.98415822391331,2934.10640405662,8.06174792541483,3170.82766361254
9,1,1,30,"Southeast",0,0,0,0,9.32616903818249,11228.0348147217,9.11795371032797,9117.52541638998
6,0,1,25,"Northeast",0,1,0,0,7.89586472878956,2686.15136494811,7.77796806821867,2387.41881650509
9,0,0,20,"Southeast",0,0,0,0,7.94957674116656,2834.37502228686,8.42087683245985,4540.88330398384
9,0,0,21,"Northeast",0,1,0,0,8.9126943867808,7425.64171932027,7.04843626196009,1151.05738250751
10,1,0,4,"Southeast",0,0,0,0,8.57114908784373,5277.19026269953,7.40973216110053,1651.9838220756
11,0,0,11,"South",0,0,1,0,9.13043386307116,9232.02653579066,8.4101687497525,4492.51855898166
13,1,0,19,"CenterWest",0,0,0,1,9.65243066137001,15559.5622043605,9.84886081793382,18936.770081047
11,0,0,4,"CenterWest",0,0,0,1,8.08479951893396,3244.76925559151,7.38701239364502,1614.87429004387
13,1,1,42,"Northeast",0,1,0,0,9.59234316600693,14652.161789863,10.0925765355526,24162.9690478731
13,1,1,28,"CenterWest",0,0,0,1,9.20987995638076,9995.39690379571,10.2542670839802,28403.483752851
4,0,0,26,"Northeast",0,1,0,0,7.76726619095936,2362.00518271093,7.22958988882442,1379.6565754681
8,0,1,16,"Southeast",0,0,0,0,8.37348384590201,4330.69729398005,8.88908279128863,7252.36420033441
11,1,1,1,"Southeast",0,0,0,0,8.60306193150821,5448.31644907261,7.66908639394414,2141.12440717821
6,1,1,26,"Northeast",0,1,0,0,8.82815487188053,6823.68462049434,7.47879762938417,1770.11116624564
6,1,0,29,"Southeast",0,0,0,0,8.55521121751098,5193.74978657437,8.46324299951918,4737.39648736461
10,1,0,18,"Southeast",0,0,0,0,8.15547223208759,3482.38343025613,8.92593010529223,7524.5787297479
8,0,0,10,"Southeast",0,0,0,0,8.4260572250966,4564.46789840189,8.8674422843431,7097.10536155324
4,1,1,21,"South",0,0,1,0,8.61686384542616,5524.03497198561,7.88793448337351,2664.93376697462
13,0,1,20,"Southeast",0,0,0,0,9.02216241970486,8284.67266482571,8.7888384644833,6560.60736961179
7,1,0,7,"Southeast",0,0,0,0,8.33430481268063,4164.30557779815,8.2789218644543,3939.9442973133
11,1,0,9,"South",0,0,1,0,8.64984836545194,5709.28094387766,9.74141114756194,17007.5245816841
11,0,1,17,"Southeast",0,0,0,0,9.24507852588493,10353.4857132654,8.48053444833319,4820.02526307698
15,1,1,25,"Northeast",0,1,0,0,9.0684487214804,8677.15267911854,9.07647240911671,8747.05550598648
10,0,1,38,"North",1,0,0,0,8.57460090518657,5295.43763474924,10.2878780355714,29374.3767902802
12,0,1,4,"North",1,0,0,0,8.16805684043181,3526.48477889565,7.61119117426401,2020.68365107661
13,0,0,9,"CenterWest",0,0,0,1,8.80402485012239,6660.99965169103,8.78909999094151,6562.32336640037
8,1,1,29,"Southeast",0,0,0,0,8.84623655574372,6948.19057501677,8.40637403944477,4475.50305736627
4,0,0,16,"South",0,0,1,0,8.68878143322887,5935.94448905306,7.53863503286504,1879.26314127937
10,0,0,21,"Southeast",0,0,0,0,7.96473167762146,2877.65693457,8.27748466503109,3934.28587875363
14,1,0,6,"Southeast",0,0,0,0,9.01539013200978,8228.7560335496,8.749194526253,6305.60706109212
5,0,0,12,"Southeast",0,0,0,0,7.51416333638132,1833.8325333044,8.0665351748702,3186.04359879737
13,0,0,18,"Southeast",0,0,0,0,8.6198283447827,5540.43526742737,9.41536002260819,12275.4918684351
9,1,0,6,"Northeast",0,1,0,0,8.68000000174677,5884.04660161423,8.52182353449575,5023.20539841508
10,0,1,27,"South",0,0,1,0,8.71201954603765,6075.49985837392,9.46276575999926,12871.4345625412
8,0,0,2,"Southeast",0,0,0,0,7.44861982663979,1717.49107339129,7.96052918996942,2865.58899228576
13,1,1,23,"South",0,0,1,0,9.74537594199239,17075.0897729604,9.51482417344651,13559.2489588703
14,1,1,17,"Southeast",0,0,0,0,9.46571815049147,12909.4922164481,9.4886705665006,13209.2228651418
15,0,0,2,"South",0,0,1,0,8.71550523074171,6096.71408687626,8.588746349718,5370.87625257873
6,1,0,32,"North",1,0,0,0,8.32583728801038,4129.19308532568,7.75409659125867,2331.10245488315
12,1,0,17,"North",1,0,0,0,8.93283371948209,7576.70524187523,7.6850894026159,2175.66447500733
8,0,1,11,"Southeast",0,0,0,0,8.39680393518151,4432.87632296008,9.26835949101595,10597.3525663711
6,0,1,21,"Northeast",0,1,0,0,8.06110389193804,3168.78620190344,8.17476772119602,3550.23018494167
11,1,0,13,"Southeast",0,0,0,0,8.55893829872855,5213.143432249,9.25731255297853,10480.9285178151
9,0,1,12,"Southeast",0,0,0,0,8.61906861220861,5536.22761682708,8.34963618464895,4228.64201836154
12,1,0,8,"North",1,0,0,0,9.15509948730916,9462.57181651669,9.5676533539341,14294.832022982
16,0,0,21,"South",0,0,1,0,9.45746963729853,12803.4460623999,9.15385631978626,9450.81556356129
13,1,1,4,"South",0,0,1,0,9.21754365576461,10072.2928984259,9.76088121597036,17341.9069089706
7,1,0,16,"Northeast",0,1,0,0,8.21279888290688,3687.84989492848,7.72886276325845,2273.01577332435
10,1,1,13,"South",0,0,1,0,9.17987517281494,9699.94188091177,9.1885977262547,9784.92021758919
14,0,1,12,"CenterWest",0,0,0,1,9.09585034645525,8918.20833822004,8.75785725282149,6360.46809088405
14,1,0,22,"South",0,0,1,0,9.03746641094116,8412.43637640359,10.5797729025365,39331.1813773033
4,0,0,19,"South",0,0,1,0,8.15717931760252,3488.33323353396,8.51429473822295,4985.5287163339
13,0,1,12,"Northeast",0,1,0,0,8.95916482927948,7778.8580740053,7.70016597235302,2208.71454701787
8,0,1,20,"North",1,0,0,0,8.72771939266925,6171.63696861425,8.60783219452397,5474.36843954915
7,0,1,0,"North",1,0,0,0,7.99315330170465,2960.61797748469,7.91456383100178,2736.85253978001
6,0,1,5,"South",0,0,1,0,7.59990414019126,1998.00435760831,6.92507382110618,1017.46937756656
8,0,0,16,"North",1,0,0,0,8.488469681159,4858.42544144566,8.57337577444057,5288.95400374824
12,0,1,30,"North",1,0,0,0,8.64036553915175,5655.39671556639,10.1883519392891,26591.6341400472
15,0,0,3,"Southeast",0,0,0,0,8.73882394644696,6240.55217135004,10.1811918608053,26401.915961632
10,0,0,0,"North",1,0,0,0,8.5734606461611,5289.40290542355,8.64651284220735,5690.26922921415
9,1,0,16,"South",0,0,1,0,8.73409450172501,6211.10750815862,8.0973757414446,3285.833873396
9,1,0,15,"CenterWest",0,0,0,1,7.95769222086261,2857.47092563876,9.08107438122061,8787.40197687779
13,1,1,1,"South",0,0,1,0,8.76553596132515,6409.496266935,9.41427529562698,12262.1835304594
6,0,0,15,"Southeast",0,0,0,0,7.87451359102888,2629.4069120874,7.80073737547381,2442.40228133247
10,0,0,12,"Southeast",0,0,0,0,8.19450630825306,3621.00289132408,7.70467214817727,2218.68986149321
13,0,0,17,"Northeast",0,1,0,0,9.24631892775238,10366.336164493,9.39594426731605,12039.4527758132
13,1,0,4,"Southeast",0,0,0,0,8.99275280968468,8044.57161723291,9.19237053379382,9821.90656567003
11,0,0,9,"CenterWest",0,0,0,1,8.53123965535737,5070.72789522139,7.96679674354968,2883.60562596461
5,1,1,8,"Southeast",0,0,0,0,7.72714166982121,2269.10706538478,7.47691560767819,1766.78291151499
7,1,1,26,"Southeast",0,0,0,0,8.39198672962521,4411.5735975054,8.1183821037027,3355.58735857448
7,0,0,10,"Northeast",0,1,0,0,7.95202331522788,2841.31802051287,7.77338793306889,2376.50911868322
4,1,0,11,"Southeast",0,0,0,0,7.6161534825238,2030.73582661815,7.45224520129672,1723.72892244002
10,1,0,0,"CenterWest",0,0,0,1,8.38822731693372,4395.01980749413,8.63954321805913,5650.74807515954
14,1,0,15,"Southeast",0,0,0,0,9.47001893278456,12965.132695014,9.82332630693612,18459.3501987484
4,1,0,9,"Southeast",0,0,0,0,8.11836588993295,3355.53295229474,7.55938409362046,1918.66343233713
12,1,0,24,"Northeast",0,1,0,0,8.92825744821825,7542.11139917907,8.46151480348197,4729.21640795482
9,0,1,25,"North",1,0,0,0,8.26579441515953,3888.56088281653,9.61700581390166,15018.0158175942
7,1,1,11,"Southeast",0,0,0,0,8.95404656880997,7739.14556839529,9.1199825970858,9136.04262127535
12,1,0,0,"Southeast",0,0,0,0,8.8256710691644,6806.75696528057,8.4833739488704,4833.73117716713
12,1,0,11,"Southeast",0,0,0,0,8.95409837308697,7739.54649962094,10.3868113163511,32429.0957685289
10,1,0,15,"Southeast",0,0,0,0,8.97526310674735,7905.09768350894,7.79004783067638,2416.43315906336
6,1,0,6,"Northeast",0,1,0,0,7.22067440988213,1367.41094526369,8.33626558352606,4172.47883709225
7,1,0,8,"Northeast",0,1,0,0,8.19367602640948,3617.99768612418,8.96715952979272,7841.29697222168
4,1,0,20,"Northeast",0,1,0,0,7.57301898195926,1945.00335689146,8.01798721541408,3035.06225431713
16,1,0,29,"Northeast",0,1,0,0,9.4475329426086,12676.8521321494,9.09498441953148,8910.48916411082
9,1,1,2,"CenterWest",0,0,0,1,8.39798684824064,4438.12313290021,8.26736861313879,3894.68706814963
7,1,0,9,"North",1,0,0,0,8.1224076398039,3369.12262169413,8.25255399794616,3837.41406418181
4,0,0,0,"Southeast",0,0,0,0,7.48244230813347,1776.5744238914,7.48358856018288,1778.6119935268
8,0,1,23,"South",0,0,1,0,8.70193658259016,6014.54861633845,8.90400895492495,7361.42608810994
8,0,0,21,"Northeast",0,1,0,0,7.57378752854259,1946.49875714472,9.97180844397059,21414.1766930472
5,0,0,24,"Southeast",0,0,0,0,8.19403968421289,3619.31363847913,7.74105283504459,2300.89356972771
18,1,0,15,"CenterWest",0,0,0,1,9.9789712190612,21568.112269263,9.32670835860483,11234.0919564233
13,1,0,10,"Southeast",0,0,0,0,9.48837802520945,13205.3591871999,10.4433959765512,34316.9944872305
4,1,1,0,"Southeast",0,0,0,0,7.68741210543254,2180.72377035671,7.72080197568914,2254.76712408705
13,1,0,21,"Southeast",0,0,0,0,9.33627068152473,11342.0312240105,8.16883662617723,3529.2357539038
13,0,0,27,"Southeast",0,0,0,0,9.35416759923597,11546.8459326875,8.91594744725173,7449.83711407269
12,0,0,21,"Southeast",0,0,0,0,8.58526312007844,5352.2008015499,9.07585272506197,8741.63677428774
11,1,0,9,"Northeast",0,1,0,0,7.91510115276973,2738.32350538082,8.57939473984703,5320.88403140254
10,1,0,7,"Southeast",0,0,0,0,8.9130149706027,7428.02264154492,6.57240199289843,715.0854119973
12,0,0,14,"South",0,0,1,0,8.52484316986531,5038.39657146344,7.25321438020571,1412.63831479557
6,1,1,14,"Southeast",0,0,0,0,9.02281625940724,8290.09128399639,9.48347520076997,13140.7740835301
7,1,0,19,"Southeast",0,0,0,0,8.78668340525917,6546.48409589567,8.75038446044037,6313.11478446872
6,1,0,27,"Southeast",0,0,0,0,8.09431252252954,3275.78404519357,8.55487277097614,5191.99227738454
9,1,0,26,"Southeast",0,0,0,0,9.16636805343494,9569.80447721198,9.35841752774752,11596.0236292626
10,1,0,19,"CenterWest",0,0,0,1,9.13749577702424,9297.45305913309,10.2017168321458,26949.4140004154
12,1,1,4,"Southeast",0,0,0,0,9.33888905933961,11371.7678608289,9.12452673276979,9177.65250744465
11,1,0,6,"South",0,0,1,0,8.65507842601447,5739.21904979346,8.96879728967399,7854.14965575184
15,0,0,3,"South",0,0,1,0,9.39786909841296,12062.6490061568,9.99903237295638,22005.1626992161
12,1,0,26,"Southeast",0,0,0,0,9.46211511658422,12863.0625722865,9.27958033490052,10716.9334496463
14,0,1,0,"North",1,0,0,0,8.9371750776483,7609.66993704944,8.85328450360275,6997.33403675458
13,0,0,5,"Northeast",0,1,0,0,8.19797081523588,3633.5696373459,8.64011578323421,5653.98442314219
7,1,1,17,"Northeast",0,1,0,0,8.12657239715351,3383.18345955949,8.86777313719298,7099.45384756827
12,1,1,24,"Northeast",0,1,0,0,9.46491226533932,12899.0928392637,8.95239421502859,7726.36832112429
11,0,0,19,"Southeast",0,0,0,0,7.85637155695337,2582.13423017077,7.61875572498465,2036.02717531315
10,0,0,22,"South",0,0,1,0,9.30894986846174,11036.3524195896,8.98998569088321,8022.34210190021
6,0,0,12,"South",0,0,1,0,7.60111209917023,2000.41932320814,7.7469302556026,2314.45670798623
12,1,0,8,"Southeast",0,0,0,0,9.2265481608249,10163.3984755359,8.01592017172863,3028.7951274933
10,0,1,0,"North",1,0,0,0,8.77269803192905,6455.56631326542,7.3147580602312,1502.30828394965
8,0,1,14,"Southeast",0,0,0,0,8.34095128600389,4192.07570821626,8.32917526035687,4142.99924713191
13,1,0,28,"Southeast",0,0,0,0,9.5559467427243,14128.4636868815,9.66356407677623,15733.7611893831
13,0,0,17,"South",0,0,1,0,9.10339560474054,8985.75302417646,8.51638526856374,4995.96201714649
13,0,0,29,"Northeast",0,1,0,0,8.65105348526715,5716.16545897332,8.12886388510907,3390.94487290493
4,1,0,19,"South",0,0,1,0,8.20482883148439,3658.57436035466,8.12230056005305,3368.76187619785
6,0,0,17,"Southeast",0,0,0,0,7.66635749418759,2135.28945842088,8.12704964177974,3384.79845102748
13,1,1,7,"Southeast",0,0,0,0,9.6574057370882,15637.1650845066,10.2651738025771,28714.9681056556
7,1,1,17,"Northeast",0,1,0,0,8.17503736590146,3551.18761479124,8.20939918576704,3675.33361003272
11,1,0,5,"CenterWest",0,0,0,1,8.96831747963795,7850.38205985986,8.01742272359403,3033.34946997308
10,0,0,26,"CenterWest",0,0,0,1,8.16410339377779,3512.5705321851,9.17135146546101,9617.61378372445
13,0,1,5,"Southeast",0,0,0,0,9.07515907776868,8735.57526411846,8.55117046742022,5172.80548549375
7,0,0,9,"Northeast",0,1,0,0,7.52496005917705,1853.73918474411,7.2166625650792,1361.93609423888
9,0,0,27,"Northeast",0,1,0,0,8.11202351264716,3334.31824327543,8.21448644801182,3694.07863594822
11,1,0,8,"South",0,0,1,0,8.83734212873127,6886.66442661171,9.20627721907482,9959.45090535823
14,0,1,26,"Southeast",0,0,0,0,8.72923039465375,6180.96937318672,9.65215006394864,15555.1968438114
9,0,0,13,"South",0,0,1,0,8.35863366439616,4266.8608178852,7.64349095261214,2087.01679109896
11,0,1,11,"CenterWest",0,0,0,1,9.2236602262728,10134.0895873572,9.0530971985553,8544.96242776551
5,0,0,11,"South",0,0,1,0,7.69517217745711,2197.71217424769,7.22979653000178,1379.9416987853
12,1,0,24,"Northeast",0,1,0,0,8.9391981785638,7625.08065072396,9.61302304021911,14958.321412992
10,1,0,0,"South",0,0,1,0,8.84006882595441,6905.46789941883,8.66901212909433,5819.74734979069
12,0,1,0,"Southeast",0,0,0,0,8.46387886468227,4740.40979068046,9.51376515854132,13544.8971128704
8,0,1,20,"Southeast",0,0,0,0,9.06844766639211,8677.14352396118,8.5790098489206,5318.83646548829
15,0,1,28,"South",0,0,1,0,9.35649573951258,11573.7599273921,9.91801431051059,20292.6556821258
9,0,1,36,"Southeast",0,0,0,0,9.19052958239901,9803.84154659138,9.48807754034622,13201.3917727545
10,1,0,23,"Northeast",0,1,0,0,8.33844907970579,4181.59938240733,8.6896726295621,5941.23693897164
9,1,1,23,"Northeast",0,1,0,0,8.6758648556924,5859.76544718529,9.85161332690964,18988.9655119099
12,0,0,26,"CenterWest",0,0,0,1,9.13933642264413,9314.58213482546,9.25517148565911,10458.5121503277
7,0,0,8,"Southeast",0,0,0,0,8.32389492837264,4121.18049152887,7.36363772185187,1577.56487986525
10,1,0,13,"Northeast",0,1,0,0,8.54363618579138,5133.97856231049,7.79776856817148,2435.16201240392
12,1,0,16,"Northeast",0,1,0,0,8.17551464066529,3552.88291155043,9.89241799620197,19779.8297152127
5,1,1,14,"South",0,0,1,0,8.23450098317571,3768.75875368658,9.35453451706704,11551.0834537163
10,0,1,30,"Southeast",0,0,0,0,8.91730907327145,7459.98791535915,10.0331674370731,22769.2777018659
7,1,1,27,"Northeast",0,1,0,0,7.91319498872556,2733.10878321048,8.60466270493789,5457.04495359598
15,0,1,30,"South",0,0,1,0,9.63461793464547,15284.8578550604,9.10878458516519,9034.30778414301
12,1,1,27,"CenterWest",0,0,0,1,10.0663536150584,23537.581018404,8.73261271932173,6201.91081378084
4,0,0,26,"Southeast",0,0,0,0,7.0397402376247,1141.09115557821,8.33839983121812,4181.39345003266
13,1,1,0,"Southeast",0,0,0,0,8.86550765703321,7083.38838060093,8.31739542322004,4094.48171609119
10,0,0,21,"Northeast",0,1,0,0,9.23657942759388,10265.8633037164,8.50796877102378,4954.0899702845
8,0,1,0,"Southeast",0,0,0,0,8.23805997819591,3782.19564405313,8.67724925018146,5867.88329203088
8,0,1,16,"Southeast",0,0,0,0,8.69076337677016,5947.72086209291,8.03984893670856,3102.1445347665
5,0,0,20,"Southeast",0,0,0,0,7.56267600400811,1924.98990780243,8.52732256347578,5050.90423903781
11,1,0,8,"Southeast",0,0,0,0,8.32727558124203,4135.1363488458,9.53827520545016,13880.9851178416
4,0,1,29,"North",1,0,0,0,8.26449831034861,3883.52416511086,9.5097971854269,13491.2578153127
9,1,1,18,"North",1,0,0,0,9.09237163575582,8887.23837046496,8.34594522204396,4213.06302722504
11,0,1,11,"North",1,0,0,0,8.81595976183823,6740.97439088713,7.72747687216525,2269.86780288535
10,0,0,21,"Southeast",0,0,0,0,9.02331284697069,8294.20906256205,7.37730630544292,1599.27599939878
13,0,1,19,"Southeast",0,0,0,0,8.99222015814742,8040.28780478537,8.91608726307522,7450.87879200354
10,1,0,27,"Southeast",0,0,0,0,9.09162952618275,8880.64551240615,8.25470773470065,3845.68775036686
18,0,0,25,"Northeast",0,1,0,0,9.43192157849856,12480.4859379181,9.58946089472938,14609.9910876782
6,0,0,31,"Northeast",0,1,0,0,8.46764998375634,4758.32019036014,7.69509865169268,2197.55059172039
15,0,1,12,"CenterWest",0,0,0,1,9.05921856994099,8597.42973837529,9.62426169795306,15127.3810900968
4,1,0,6,"CenterWest",0,0,0,1,7.54895013188073,1898.74824929776,8.45987967986658,4721.4898731651
6,1,1,31,"CenterWest",0,0,0,1,8.34512396938123,4209.60445836954,9.17256879756798,9629.32874282706
6,1,0,11,"Northeast",0,1,0,0,7.61607491060226,2030.57627407038,7.79675195620293,2432.68765550027
